t_run_s,state,e_y_m,heading_error_rad,v_x_mps,steering_cmd_rad,speed_cmd_mps,mpc_solve_time_ms,pos_x_m,pos_y_m,lap_idx
3.3105,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.3303,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.3510,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.3707,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.3900,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.4100,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.4301,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.4503,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.4687,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.4889,RUNNING_PP,2.62786,0.01079,0.0000,0.20918,22.0000,,-384.32071,-234.76845,0
3.5093,RUNNING_PP,2.62786,0.01079,0.0000,-0.26697,22.0000,,-384.32071,-234.76845,0
3.5290,RUNNING_PP,2.62787,0.01079,-0.0002,-0.26697,22.0000,,-384.32071,-234.76842,0
3.5491,RUNNING_PP,2.62790,0.01079,-0.0003,-0.26697,21.9990,0.7847,-384.32071,-234.76837,0
3.5687,RUNNING_PP,2.62789,0.01079,-0.0003,-0.26697,21.9988,0.7847,-384.32065,-234.76831,0
3.5889,RUNNING_PP,2.62789,0.01078,-0.0003,-0.26697,21.9982,0.7847,-384.32065,-234.76831,0
3.6105,RUNNING_PP,2.62790,0.01078,-0.0004,-0.26697,21.9977,0.7847,-384.32062,-234.76825,0
3.6290,RUNNING_PP,2.62793,0.01078,-0.0004,-0.26697,21.9977,0.7847,-384.32062,-234.76820,0
3.6486,RUNNING_PP,2.62796,0.01078,-0.0004,-0.26697,21.9973,0.8520,-384.32059,-234.76811,0
3.6694,RUNNING_PP,2.62795,0.01078,-0.0005,-0.26698,21.9968,0.8520,-384.32053,-234.76804,0
